age,gender,height_cm,weight_kg,waist_cm,neck_cm,hip_cm,sleep_hours,workouts_per_week,daily_calories,activity_level,fitness_goal,body_fat_percentage
21,female,156.2,59.5,82.5,29.4,99.5,6.4,0,1318,sedentary,fat_loss,17.89
29,female,159.4,50.2,88.2,28.0,97.8,6.9,0,1435,sedentary,muscle_gain,14.18
16,male,157.0,59.4,74.5,38.2,99.7,7.1,6,1989,active,fat_loss,16.4
16,female,157.4,55.3,85.1,32.0,101.9,6.6,5,2123,moderate,muscle_gain,14.27
23,male,172.7,78.6,87.2,35.7,92.2,6.5,2,2145,light,fat_loss,20.71
28,female,157.6,74.2,87.4,33.4,107.3,6.7,1,1200,sedentary,fat_loss,26.09
23,male,165.4,64.5,87.6,34.4,96.9,7.1,5,2447,active,fat_loss,17.38
16,male,160.6,76.4,89.4,33.7,99.7,7.0,0,2578,sedentary,muscle_gain,23.03
16,male,174.7,88.0,94.8,34.7,96.7,6.6,4,3138,moderate,muscle_gain,22.08
22,male,162.7,55.3,98.7,35.7,94.0,6.2,6,1815,moderate,fat_loss,13.93
17,male,175.5,92.0,83.5,34.2,89.9,7.3,3,2859,light,muscle_gain,23.55
23,female,153.5,59.2,78.0,29.0,101.2,6.7,2,1712,light,muscle_gain,19.24
23,male,168.7,63.4,79.6,30.9,95.4,7.6,0,2213,sedentary,muscle_gain,15.82
20,male,175.6,79.6,85.1,34.2,94.2,8.5,2,2733,light,muscle_gain,19.38
30,female,159.5,58.3,86.5,28.2,107.0,5.9,3,2467,active,fat_loss,18.2
25,female,162.5,51.6,82.3,32.0,91.2,6.6,5,2349,moderate,muscle_gain,13.0
27,male,167.6,56.5,77.0,30.2,86.5,5.5,3,2443,moderate,muscle_gain,14.15
26,female,162.8,78.5,85.4,31.4,104.1,6.8,2,2110,light,muscle_gain,25.32
21,male,167.6,71.3,91.8,36.7,96.8,8.8,1,1786,sedentary,fat_loss,19.09
21,female,155.4,70.0,96.0,32.9,108.0,7.5,4,2347,moderate,muscle_gain,23.41
21,male,166.6,64.4,84.4,30.5,92.0,6.4,3,1855,light,fat_loss,16.47
25,female,157.5,59.3,85.9,31.4,99.3,7.3,4,1676,sedentary,muscle_gain,18.24
19,female,164.0,50.1,80.7,28.6,92.5,6.1,2,1200,light,fat_loss,10.52
30,female,165.7,75.3,89.7,32.4,105.1,5.8,5,1935,moderate,fat_loss,23.61
19,male,172.0,74.6,81.5,36.0,92.1,7.6,4,2758,moderate,muscle_gain,18.43
23,female,149.4,54.0,95.7,28.7,101.5,6.8,1,1493,sedentary,maintain,18.12
21,male,171.3,60.4,72.1,30.9,87.1,6.8,4,2131,active,fat_loss,13.33
20,female,155.9,68.4,86.4,30.7,94.1,7.1,0,2333,light,muscle_gain,22.17
32,female,154.8,55.9,93.0,30.6,103.8,6.6,5,1645,light,muscle_gain,19.15
20,female,156.5,59.7,91.8,31.2,109.8,8.3,1,1793,sedentary,maintain,17.65
21,male,176.0,66.6,116.9,34.0,96.6,5.7,3,2736,moderate,muscle_gain,14.43
19,male,170.0,66.6,93.5,33.7,93.1,6.4,1,1818,light,fat_loss,15.82
22,male,173.4,80.0,80.0,31.6,91.7,7.3,2,2080,light,fat_loss,20.79
22,male,173.5,60.2,89.0,31.8,94.4,6.1,0,2187,sedentary,muscle_gain,12.86
17,male,183.2,83.7,72.2,31.2,95.3,6.4,3,2446,moderate,fat_loss,17.64
20,male,174.7,85.2,89.2,33.5,95.9,7.6,6,2766,moderate,maintain,21.9
25,female,167.5,67.8,81.7,31.0,98.2,6.3,2,1852,light,maintain,18.55
27,male,167.2,73.7,99.2,36.0,89.5,7.6,5,2863,active,maintain,21.65
22,male,177.6,94.2,84.5,34.7,107.3,5.9,0,2315,sedentary,fat_loss,24.7
22,male,170.1,81.9,88.8,34.2,94.8,8.9,1,2926,sedentary,muscle_gain,22.83
20,female,153.5,52.0,83.6,28.4,99.9,7.5,5,2257,moderate,muscle_gain,14.88
20,female,151.2,54.0,107.4,28.1,99.6,7.8,1,1607,moderate,fat_loss,16.74
18,male,173.3,75.9,86.8,33.8,91.0,6.7,2,1648,light,fat_loss,18.27
16,male,166.3,61.9,108.3,34.0,94.3,7.0,4,1997,moderate,fat_loss,14.34
19,male,171.2,66.4,98.1,33.6,98.1,9.5,3,1747,light,fat_loss,15.36
26,male,171.5,64.4,94.8,34.3,87.8,6.0,3,2110,moderate,maintain,16.05
20,male,171.6,97.0,93.7,37.1,99.5,6.4,5,3106,moderate,maintain,27.93
20,male,180.6,72.5,93.9,37.0,93.9,6.7,3,2341,active,fat_loss,15.07
20,female,152.6,66.1,70.7,30.4,101.5,7.3,1,1929,light,muscle_gain,22.46
28,male,186.2,72.1,87.2,33.2,87.5,7.5,4,1960,moderate,fat_loss,15.19
18,female,154.5,72.0,98.5,30.3,99.6,7.5,2,1777,moderate,fat_loss,24.14
23,male,176.1,71.1,89.5,32.7,100.9,6.1,1,2152,light,fat_loss,16.6
22,female,163.3,64.5,75.9,33.4,95.4,7.8,1,1912,light,muscle_gain,17.88
22,female,164.0,43.8,89.5,28.2,91.8,7.5,6,2181,active,muscle_gain,8.4
23,female,166.1,79.3,107.0,31.1,104.3,7.2,1,2088,sedentary,maintain,23.58
22,male,168.3,79.3,102.5,32.8,100.5,6.4,3,2836,moderate,maintain,22.46
26,male,179.0,64.9,89.4,29.5,84.5,7.3,2,1706,sedentary,fat_loss,14.09
22,female,170.6,82.6,99.5,31.5,103.1,6.6,6,2459,moderate,muscle_gain,22.92
30,female,145.0,45.1,86.3,30.6,96.0,7.0,1,1200,sedentary,fat_loss,16.44
22,male,173.2,77.1,73.0,34.9,100.5,6.9,6,2546,active,fat_loss,19.7
16,male,175.3,69.9,80.8,31.6,98.4,6.2,4,2720,moderate,muscle_gain,14.78
25,male,175.1,89.0,105.6,34.6,100.5,7.1,1,1743,sedentary,fat_loss,24.38
24,female,149.2,55.7,87.3,29.6,98.6,7.9,4,1592,moderate,fat_loss,19.35
22,female,157.3,65.0,87.6,33.9,105.4,7.5,5,1631,moderate,fat_loss,20.38
21,female,151.2,66.0,87.0,31.1,100.9,6.8,3,1200,light,fat_loss,23.27
16,female,148.3,50.7,109.0,32.0,103.4,6.9,1,1714,light,maintain,15.14
16,male,169.6,65.3,106.3,32.0,97.6,8.6,4,2408,moderate,fat_loss,14.72
29,male,164.0,56.3,112.2,32.8,92.0,6.1,4,2472,moderate,muscle_gain,15.59
19,male,169.0,65.4,88.4,30.3,93.7,7.7,2,2003,light,maintain,15.65
26,female,156.5,72.8,93.0,32.0,107.7,7.9,6,3036,active,muscle_gain,25.45
16,male,170.4,78.9,74.8,33.9,98.3,6.1,3,2046,light,fat_loss,20.09
17,male,181.9,70.6,104.8,30.3,96.2,7.1,0,2342,sedentary,maintain,13.31
25,male,178.5,95.4,78.3,35.3,101.2,8.0,2,2504,moderate,fat_loss,25.48
22,male,173.3,78.7,92.2,30.2,99.1,6.5,0,1739,sedentary,fat_loss,20.31
24,male,158.3,69.5,79.0,33.1,92.2,7.1,4,2500,light,muscle_gain,22.6
22,male,167.2,74.0,84.1,35.5,99.4,5.7,4,1743,light,fat_loss,20.62
21,male,168.2,71.7,81.6,30.0,97.1,6.6,3,2424,light,muscle_gain,19.04
19,female,164.3,49.5,83.9,31.4,89.8,8.4,1,1211,sedentary,fat_loss,10.17
17,male,173.3,82.1,84.6,32.4,99.4,5.8,5,3214,moderate,muscle_gain,20.51
28,male,173.5,48.6,84.5,30.6,92.9,5.5,3,1934,light,muscle_gain,9.61
29,male,160.3,71.2,98.3,36.9,96.1,6.8,5,2552,moderate,maintain,23.72
17,female,158.7,60.7,79.0,32.7,104.2,7.5,3,1818,moderate,fat_loss,16.63
17,male,172.1,82.1,92.2,37.3,93.6,6.6,4,2208,light,fat_loss,20.97
20,female,162.9,67.3,102.2,32.8,101.8,6.9,0,2056,light,maintain,18.83
24,female,160.8,69.4,84.9,30.5,99.6,7.5,5,2173,moderate,muscle_gain,21.53
21,female,169.3,73.5,82.8,29.8,101.4,8.3,0,1306,sedentary,fat_loss,19.4
24,male,180.8,86.0,87.7,35.0,102.3,7.5,2,1667,sedentary,fat_loss,20.89
22,female,158.4,62.9,101.8,31.8,101.3,7.8,4,2201,moderate,muscle_gain,18.94
21,male,182.6,101.7,91.9,34.3,100.3,7.0,2,3392,moderate,muscle_gain,25.23
33,male,165.7,72.8,84.7,31.2,95.4,6.2,5,2477,moderate,muscle_gain,23.21
20,male,182.1,67.8,94.8,29.9,90.8,5.8,0,2254,sedentary,maintain,12.94
29,male,165.7,66.9,79.0,35.7,86.9,5.7,2,1574,sedentary,fat_loss,19.71
29,male,189.8,98.4,96.8,37.2,91.7,6.8,3,2389,light,fat_loss,23.25
24,male,165.3,77.8,94.1,34.8,104.4,8.1,3,2903,moderate,muscle_gain,23.49
16,male,179.4,70.7,86.9,29.8,96.1,6.3,1,2367,light,maintain,13.84
22,male,169.5,94.6,81.6,34.4,102.0,9.9,1,1810,sedentary,fat_loss,28.37
20,male,177.0,80.0,81.1,32.5,96.9,6.9,2,2793,sedentary,muscle_gain,19.04
22,female,161.8,66.9,95.3,31.4,105.4,6.1,2,1860,moderate,fat_loss,19.53
17,male,164.4,54.0,102.3,30.8,88.3,6.6,2,1678,moderate,fat_loss,11.69
25,female,161.3,73.7,83.6,31.7,110.7,7.1,0,1783,sedentary,maintain,23.54
26,male,189.6,85.9,94.6,33.9,90.8,8.3,0,2077,sedentary,fat_loss,18.45
27,male,172.5,66.8,70.0,35.8,92.7,7.1,2,1615,light,fat_loss,16.95
20,male,151.4,56.1,84.2,32.8,89.1,6.0,2,2154,sedentary,muscle_gain,17.77
17,male,174.1,89.0,89.7,35.2,95.3,8.8,0,2009,light,fat_loss,22.94
24,male,176.8,84.7,80.9,35.5,97.9,6.5,2,2250,sedentary,fat_loss,21.84
30,male,167.0,60.2,80.6,34.6,89.7,6.0,7,2668,moderate,muscle_gain,16.6
22,male,167.0,61.7,83.3,30.8,85.1,7.3,5,1859,moderate,fat_loss,15.41
24,male,171.9,83.2,92.9,35.3,95.4,7.7,6,3102,active,muscle_gain,23.11
21,male,180.4,76.0,88.1,33.4,94.5,7.7,7,2713,active,fat_loss,16.65
20,male,172.7,79.7,70.0,34.7,96.1,5.4,3,1801,light,fat_loss,20.47
25,male,182.2,91.5,70.0,34.6,90.1,8.6,0,2634,sedentary,muscle_gain,22.63
22,male,179.9,53.1,83.9,34.6,91.3,6.2,1,1737,light,fat_loss,8.55
24,male,170.4,83.1,94.6,33.0,96.2,7.5,4,2737,moderate,maintain,23.66
24,male,161.0,56.6,70.0,31.3,93.5,7.5,1,1996,sedentary,maintain,15.52
24,male,170.4,66.1,85.0,31.9,97.2,7.5,4,2325,light,maintain,16.64
25,male,175.7,92.9,84.7,34.5,97.9,6.9,1,2397,light,fat_loss,25.66
18,female,177.0,94.7,103.9,29.2,101.0,8.1,2,1969,sedentary,fat_loss,24.21
18,male,176.4,78.2,86.1,33.1,102.0,7.1,3,2726,moderate,maintain,18.1
22,male,178.0,84.0,93.8,35.9,86.8,8.2,4,2901,moderate,muscle_gain,20.67
22,male,175.7,86.3,91.4,34.5,95.5,5.9,5,2399,light,muscle_gain,22.41
20,female,153.9,66.7,70.0,31.1,109.4,8.6,4,2349,active,maintain,22.19
23,female,154.6,74.0,97.7,31.7,110.0,5.5,1,1217,sedentary,fat_loss,26.24
26,female,163.5,65.7,92.2,33.0,102.2,8.7,0,1404,sedentary,fat_loss,19.27
27,female,152.8,49.7,95.1,30.1,96.8,6.6,2,1403,light,muscle_gain,15.55
28,male,175.4,70.4,120.0,36.2,92.2,7.3,4,2528,moderate,muscle_gain,17.7
16,female,167.4,70.5,70.0,29.4,105.3,6.6,4,1777,moderate,fat_loss,17.67
17,male,163.8,70.7,107.2,35.2,91.9,6.4,0,2881,sedentary,muscle_gain,19.33
21,female,164.4,53.1,87.1,31.3,93.7,6.4,7,2312,active,muscle_gain,12.21
22,male,179.9,84.6,92.9,37.3,93.2,7.7,4,2088,light,fat_loss,20.23
21,male,161.7,46.3,89.5,34.3,91.7,7.4,2,1513,light,fat_loss,9.88
20,female,154.2,59.1,85.8,33.8,104.9,8.1,5,2331,moderate,muscle_gain,18.23
21,male,170.1,69.3,84.3,32.1,98.9,7.3,7,2933,active,muscle_gain,17.37
24,female,153.3,57.8,93.3,30.2,99.0,7.2,6,1529,moderate,maintain,18.83
16,male,169.7,73.5,74.8,37.7,95.0,8.4,6,2293,active,fat_loss,18.11
33,female,149.3,64.7,97.5,31.7,101.0,7.4,1,1506,sedentary,maintain,26.22
22,female,167.4,91.3,85.8,32.5,111.9,6.1,3,3055,moderate,muscle_gain,27.96
27,male,168.8,63.7,78.7,34.7,88.1,6.0,1,2410,moderate,muscle_gain,16.84
19,female,162.0,68.6,85.5,31.8,103.5,8.7,3,1735,light,fat_loss,19.54
25,male,169.6,73.0,102.6,35.9,96.2,7.1,0,1812,light,fat_loss,20.0
22,female,172.1,71.7,84.6,29.4,93.3,7.0,5,2800,active,muscle_gain,17.91
26,male,168.7,57.2,93.6,31.7,84.8,6.6,1,1317,sedentary,fat_loss,13.9
21,male,172.8,57.7,82.7,28.7,84.4,5.7,2,1819,light,fat_loss,11.82
29,female,161.0,58.3,97.6,31.3,95.3,8.7,4,2283,active,maintain,17.46
16,male,180.4,56.3,96.9,29.9,80.4,5.9,5,2092,active,fat_loss,8.24
26,male,173.7,65.5,108.5,30.1,90.4,6.0,5,2595,active,maintain,15.83
23,male,168.7,60.2,88.2,33.4,77.4,6.5,7,2856,active,muscle_gain,14.47
17,female,161.6,62.7,96.7,29.4,103.8,6.8,1,1831,sedentary,maintain,16.52
31,male,174.1,82.3,91.0,33.9,98.2,6.3,5,3070,active,fat_loss,23.51
30,female,163.0,53.6,103.0,28.1,89.7,7.6,2,1809,light,muscle_gain,14.91
16,female,161.8,68.9,82.8,32.9,105.2,8.0,5,1955,moderate,muscle_gain,19.06
23,male,173.8,68.3,97.5,30.7,95.7,6.9,4,2134,light,maintain,16.22
25,male,175.6,68.4,88.1,32.1,89.2,7.3,3,2204,moderate,fat_loss,16.17
24,female,162.8,67.9,89.4,31.4,99.7,6.0,6,1859,moderate,fat_loss,20.06
29,male,170.8,68.0,90.9,32.2,96.4,7.5,3,2373,moderate,maintain,18.44
28,male,166.4,63.6,92.5,34.5,94.8,6.8,1,1381,sedentary,fat_loss,17.8
23,female,165.1,65.1,88.8,33.0,105.3,6.7,3,2074,sedentary,muscle_gain,17.75
32,male,177.9,60.9,92.1,33.4,82.1,7.8,4,1780,light,fat_loss,14.25
26,male,169.0,76.4,105.8,34.9,99.3,5.8,1,1811,sedentary,fat_loss,21.88
20,female,164.0,44.1,99.9,29.0,89.6,8.0,3,1925,moderate,muscle_gain,8.08
20,male,180.1,91.5,98.7,35.7,96.3,7.1,1,3028,light,muscle_gain,22.25
28,male,165.4,72.6,85.4,30.2,84.0,6.5,3,2721,moderate,muscle_gain,22.09
18,male,172.2,90.1,81.1,33.2,101.2,8.7,2,2596,sedentary,muscle_gain,24.4
20,female,159.7,85.4,99.6,30.5,115.5,7.9,1,2426,sedentary,muscle_gain,28.58
21,female,162.1,71.1,98.8,32.4,106.8,5.5,3,2123,moderate,maintain,21.1
24,male,154.7,54.1,104.7,30.5,89.0,7.9,3,1689,light,fat_loss,16.45
21,male,174.7,100.3,84.0,35.6,101.1,7.6,3,2039,sedentary,fat_loss,28.07
16,male,181.3,70.8,87.7,33.3,93.1,6.1,0,1652,sedentary,fat_loss,13.33
27,male,177.5,59.0,73.6,32.6,87.7,6.9,3,2208,sedentary,muscle_gain,12.48
20,male,157.1,73.2,86.1,34.9,101.0,7.7,5,1708,moderate,fat_loss,23.99
31,female,166.7,79.0,100.0,30.6,99.0,5.3,2,2207,sedentary,muscle_gain,25.04
23,male,162.7,49.0,85.3,31.6,86.2,7.7,3,1721,light,fat_loss,11.3
28,female,157.6,47.0,96.4,29.1,91.8,6.6,4,2416,moderate,muscle_gain,12.95
25,male,177.5,81.9,88.1,32.9,94.0,6.8,4,2625,light,maintain,20.74
28,male,175.2,65.7,93.2,28.9,98.0,8.0,4,3000,moderate,muscle_gain,15.92
25,male,172.6,64.2,78.5,33.9,93.2,6.3,3,2465,light,muscle_gain,15.41
23,male,168.0,86.1,90.9,37.7,93.8,6.0,4,2963,active,fat_loss,25.7
27,female,174.7,99.6,70.0,33.7,105.9,7.6,3,2703,light,muscle_gain,29.17
33,female,154.6,59.0,88.1,30.6,95.7,7.1,2,1566,light,fat_loss,21.01
21,female,164.2,60.0,73.7,28.0,103.4,6.5,5,1923,active,maintain,15.33
26,male,180.6,87.9,102.1,32.2,99.8,5.8,3,2273,moderate,fat_loss,22.12
22,female,157.9,53.5,97.8,31.7,97.7,6.7,3,1459,moderate,fat_loss,14.61
24,male,179.8,52.1,94.7,30.2,88.2,6.4,5,2409,active,fat_loss,8.66
22,female,161.8,42.4,105.2,28.8,89.6,6.9,1,1836,sedentary,muscle_gain,8.3
16,male,188.7,85.6,80.5,33.1,94.4,5.6,4,2771,moderate,maintain,16.33
21,male,169.8,76.8,107.5,36.3,99.0,6.5,2,1989,moderate,fat_loss,20.59
26,male,172.1,74.3,99.3,35.2,94.2,7.4,2,1913,light,fat_loss,19.88
19,male,177.0,84.5,87.6,31.6,99.0,7.0,3,2078,light,fat_loss,20.54
26,male,169.9,83.2,101.4,32.0,90.3,6.8,2,2138,sedentary,maintain,24.37
23,female,160.1,69.7,78.9,30.3,97.5,6.0,5,2367,active,maintain,21.72
21,female,164.4,72.2,81.8,28.3,100.4,6.3,1,1462,sedentary,fat_loss,20.69
26,female,155.5,61.0,83.9,31.5,103.5,6.7,4,2167,light,muscle_gain,20.05
25,male,171.3,70.9,84.7,34.5,83.9,6.9,4,2901,moderate,muscle_gain,18.54
24,male,171.0,68.6,79.4,34.8,86.2,6.0,7,2630,moderate,muscle_gain,17.47
27,male,165.9,52.3,102.2,30.2,91.1,7.2,1,1968,sedentary,muscle_gain,12.81
23,male,178.3,90.6,87.4,30.5,98.3,7.1,4,3259,moderate,muscle_gain,23.29
16,male,168.5,65.2,93.5,33.1,94.6,6.1,4,2500,light,muscle_gain,15.04
20,male,173.4,67.1,84.3,31.6,92.3,8.1,4,2307,moderate,fat_loss,15.18
16,male,171.7,67.7,71.8,33.4,88.2,6.4,2,1834,sedentary,fat_loss,15.04
25,male,175.5,65.6,92.7,32.5,86.7,6.3,0,1686,sedentary,fat_loss,15.11
26,male,182.0,76.8,70.9,31.7,84.9,6.3,4,2357,moderate,fat_loss,17.6
26,female,158.2,68.2,89.3,34.2,97.2,5.9,0,1200,sedentary,fat_loss,22.48
24,male,177.9,69.1,76.3,33.1,99.7,5.4,3,2166,light,maintain,15.52
26,female,160.8,76.2,109.9,34.0,105.3,8.1,0,2110,sedentary,maintain,25.14
16,male,168.5,68.0,99.1,33.4,89.5,7.8,4,2325,moderate,fat_loss,16.22
22,female,148.6,40.0,91.1,29.9,91.1,6.1,5,1402,active,fat_loss,10.6
16,female,172.4,85.8,102.6,31.4,111.0,7.5,5,2592,moderate,muscle_gain,22.12
20,female,164.6,64.2,81.5,28.0,98.3,6.2,7,2765,active,muscle_gain,16.84
29,female,157.0,66.2,95.4,30.8,102.6,6.0,4,1575,active,fat_loss,22.7
27,female,147.5,59.9,92.0,29.2,110.3,6.7,3,1740,light,maintain,23.05
25,female,158.8,55.0,92.6,29.0,97.7,6.8,1,1355,light,fat_loss,15.72
21,male,161.3,55.0,102.7,32.9,99.5,7.8,5,2080,active,fat_loss,14.0
18,male,170.7,81.5,97.3,35.1,95.5,4.8,5,3495,active,muscle_gain,21.5
23,female,145.9,59.8,92.9,32.1,103.5,6.6,6,2510,active,muscle_gain,22.8
27,male,184.7,83.2,73.5,34.4,90.5,8.9,5,2573,moderate,fat_loss,19.28
24,male,181.4,75.7,80.4,34.1,86.8,5.0,3,2750,sedentary,muscle_gain,16.93
16,male,164.8,78.9,88.8,34.1,94.4,6.4,6,2865,active,maintain,22.34
22,male,173.4,63.6,90.9,33.5,95.9,6.6,6,2299,active,fat_loss,14.24
16,male,173.5,75.8,78.7,33.4,91.5,7.2,2,2913,moderate,muscle_gain,17.7
26,female,169.9,63.0,114.1,29.9,86.3,7.5,6,2356,active,fat_loss,15.97
19,female,156.7,61.9,105.2,28.1,107.0,7.1,4,1968,moderate,muscle_gain,18.42
16,female,154.1,49.9,96.0,30.7,95.4,8.3,7,1631,active,fat_loss,12.7
26,male,185.1,77.7,90.7,35.7,95.8,6.7,1,1800,sedentary,fat_loss,16.99
25,male,169.1,62.8,87.9,30.6,88.5,7.9,4,2400,active,fat_loss,15.9
23,male,174.4,87.5,80.5,33.5,92.7,7.0,0,2113,sedentary,maintain,23.61
32,male,154.3,57.3,90.8,34.1,101.2,7.7,1,1528,light,fat_loss,20.04
25,female,159.4,71.9,92.6,31.7,103.6,6.5,0,2095,sedentary,maintain,23.51
19,male,180.3,72.6,77.6,33.7,88.4,6.3,2,1807,light,fat_loss,14.97
24,female,169.5,71.7,93.3,30.1,97.4,5.9,0,1714,sedentary,maintain,19.27
21,male,168.4,74.5,88.4,32.2,83.6,6.7,4,3159,active,muscle_gain,20.15
28,female,157.7,67.7,70.9,34.5,103.4,6.2,5,1857,moderate,fat_loss,22.91
23,male,172.1,50.7,81.4,31.5,96.1,7.1,6,2788,active,muscle_gain,9.63
24,male,175.3,81.0,85.9,31.7,98.4,7.7,1,2840,light,muscle_gain,20.95
16,female,163.4,60.6,108.9,30.6,93.7,8.1,0,2153,sedentary,muscle_gain,14.72
22,male,185.0,95.2,95.6,34.9,93.3,7.7,4,2451,moderate,fat_loss,22.24
22,female,165.8,81.6,76.6,32.4,105.3,8.0,3,2596,moderate,muscle_gain,24.48
17,male,190.8,56.4,94.9,29.1,88.7,7.6,4,2152,light,muscle_gain,6.3
21,male,180.7,70.9,74.5,29.0,98.2,6.0,3,2353,moderate,fat_loss,14.69
24,male,177.8,80.8,100.8,32.6,100.6,7.1,5,3340,moderate,muscle_gain,19.99
22,female,163.4,66.5,85.3,29.5,94.5,6.2,5,1667,moderate,fat_loss,18.75
16,male,178.4,83.2,89.1,35.9,93.5,6.8,5,3376,active,muscle_gain,18.85
21,female,166.6,66.8,103.3,31.3,97.1,6.9,5,2288,moderate,muscle_gain,17.51
20,female,155.4,57.8,77.1,31.5,95.3,4.7,4,2201,moderate,maintain,17.12
23,female,149.1,45.9,76.0,28.4,100.3,6.1,3,1271,light,fat_loss,13.87
22,male,174.5,65.1,84.2,35.3,91.5,6.7,0,1642,sedentary,fat_loss,14.51
20,female,153.4,52.5,100.4,31.5,105.1,4.6,1,1200,sedentary,fat_loss,15.17
20,female,152.7,52.1,74.8,29.2,93.8,8.2,2,2021,moderate,muscle_gain,15.21
22,male,179.6,80.4,70.0,35.0,97.4,7.2,2,2191,moderate,fat_loss,18.77
26,male,165.8,64.9,85.5,34.9,85.4,7.0,4,1738,light,fat_loss,18.11
23,male,168.8,61.3,95.5,33.7,91.6,7.9,4,2013,moderate,fat_loss,14.91
28,male,167.5,60.0,102.0,34.3,92.5,7.7,1,1735,sedentary,maintain,15.9
27,female,163.5,58.7,85.4,30.9,93.7,7.5,4,1352,light,fat_loss,16.36
29,male,160.0,55.1,85.9,35.5,96.4,7.8,5,2826,active,muscle_gain,16.3
28,male,168.5,65.2,101.5,29.7,90.7,7.1,5,1656,light,fat_loss,17.8
29,male,159.9,69.6,71.3,35.0,92.5,7.4,0,1879,sedentary,fat_loss,23.14
17,male,169.8,83.2,86.1,34.8,95.1,7.5,2,2192,light,fat_loss,22.34
25,male,177.1,64.3,91.9,31.5,93.5,5.7,5,1913,light,fat_loss,14.15
27,female,152.8,63.9,94.5,28.4,105.2,5.1,3,2283,moderate,muscle_gain,22.85
28,female,155.5,59.5,84.9,34.3,96.4,4.9,7,1401,active,fat_loss,19.77
19,male,175.7,77.6,90.3,35.1,97.5,7.6,4,2495,moderate,fat_loss,18.33
25,female,162.2,77.3,70.0,30.8,106.3,6.5,3,2112,moderate,fat_loss,24.81
22,male,181.5,79.3,83.4,33.0,89.5,6.9,1,2209,light,fat_loss,17.75
30,male,171.1,71.5,94.5,36.2,87.9,7.0,4,1859,moderate,fat_loss,20.01
16,male,151.2,56.4,80.2,33.0,90.8,8.4,1,1668,light,fat_loss,17.08
19,female,157.5,60.8,90.6,29.3,98.9,7.6,3,1200,sedentary,fat_loss,17.58
16,female,153.4,58.3,94.5,30.1,100.3,7.1,6,2590,active,muscle_gain,17.21
23,female,161.2,64.5,86.6,31.1,100.8,7.3,4,1969,light,maintain,18.88
32,male,174.4,80.0,91.7,32.5,93.9,9.0,2,2527,light,muscle_gain,22.72
22,male,162.0,59.0,80.4,34.7,96.6,6.2,1,1567,sedentary,fat_loss,15.84
22,female,154.7,50.8,87.9,33.4,103.6,8.2,4,1861,moderate,maintain,14.33
24,male,175.7,70.2,96.1,31.5,101.2,7.2,0,2337,sedentary,maintain,16.61
21,female,163.4,62.8,91.6,29.8,102.7,6.9,4,2206,light,muscle_gain,16.86
24,female,153.1,63.7,84.1,29.8,105.6,7.4,5,1445,moderate,fat_loss,21.93
24,male,178.9,72.1,92.2,32.8,93.4,5.4,2,2261,light,muscle_gain,16.35
18,female,161.7,65.3,97.1,28.0,95.1,6.0,5,2650,active,maintain,17.91
22,female,161.1,66.8,70.0,32.6,104.7,7.4,2,1769,sedentary,muscle_gain,19.75
25,male,171.0,65.0,101.6,35.4,84.7,7.3,5,2441,moderate,muscle_gain,16.22
26,female,163.0,72.2,86.6,29.9,104.4,7.4,5,2633,active,muscle_gain,22.39
28,female,163.4,71.9,94.3,31.2,111.3,7.7,1,1864,light,maintain,22.56
24,male,180.6,80.2,102.0,34.7,101.2,8.8,2,2091,moderate,fat_loss,18.83
24,female,158.6,60.7,76.3,29.1,98.8,6.6,0,1440,light,fat_loss,18.28
25,male,172.5,70.5,82.9,32.9,94.4,7.1,7,2271,moderate,maintain,17.98
19,female,163.8,44.5,87.1,29.6,92.3,7.7,4,1783,active,fat_loss,8.07
19,female,163.9,59.5,82.2,28.7,96.3,7.4,3,1784,moderate,fat_loss,14.75
21,female,161.1,66.1,107.3,30.4,104.7,6.8,6,2232,active,fat_loss,19.19
16,male,159.3,47.3,81.4,38.6,85.3,6.3,4,1823,moderate,fat_loss,9.85
24,female,156.1,53.8,84.4,29.0,95.1,6.6,7,1616,moderate,fat_loss,15.81
27,male,172.8,70.1,92.0,33.9,92.5,8.2,2,2213,light,muscle_gain,18.18
19,male,176.8,106.7,78.0,37.6,105.1,9.0,3,2625,moderate,fat_loss,29.13
24,male,169.2,71.3,86.0,30.8,85.3,5.3,5,3037,active,muscle_gain,19.21
19,male,159.2,73.4,93.2,36.6,96.0,7.0,3,2263,moderate,fat_loss,22.92
17,male,156.0,53.8,86.7,30.7,97.1,5.6,0,1783,sedentary,maintain,14.24
31,male,165.4,70.2,89.1,35.5,97.4,6.3,3,2342,light,muscle_gain,21.72
17,female,160.0,45.7,84.7,28.9,93.6,7.3,3,1922,moderate,maintain,9.13
16,male,181.1,72.4,74.9,31.6,86.8,6.0,3,2332,active,fat_loss,13.97
23,male,174.1,82.6,93.2,37.4,95.8,6.6,2,1721,sedentary,fat_loss,21.79
23,male,164.6,55.5,107.5,32.4,93.7,6.5,1,2124,sedentary,muscle_gain,13.67
25,male,166.5,71.1,90.2,31.2,97.2,7.2,2,2209,light,maintain,20.33
31,female,167.5,75.4,92.3,29.3,104.4,6.6,2,1591,sedentary,fat_loss,23.18
19,male,162.8,56.7,96.9,30.6,93.8,8.0,5,2838,active,muscle_gain,13.84
19,male,186.7,74.6,77.3,35.4,92.8,6.9,4,2782,light,muscle_gain,13.85
